head	rel	tail
Q1345	P190	Q33935
Q36	P530	Q16
Q71	P190	Q8678
Q145	P530	Q45
Q40	P530	Q114
Q60	P190	Q33935
Q28	P47	Q212
Q148	P530	Q252
Q230	P361	Q46
Q916	P530	Q45
Q664	P530	Q902
Q8686	P17	Q148
Q115	P530	Q79
Q11299	P47	Q18419
Q61	P190	Q239
Q1186	P17	Q668
Q1461	P190	Q3616
Q408	P530	Q1036
Q779	P47	Q771
Q805	P17	Q805
Q43	P530	Q1028
Q668	P530	Q403
Q34	P530	Q30
Q843	P47	Q889
Q77	P530	Q739
Q41	P530	Q419
Q833	P530	Q145
Q1492	P190	Q1761
Q1494	P17	Q30
Q79	P47	Q801
Q155	P530	Q252
Q1085	P190	Q1218
Q4925477	P460	Q7521081
Q221	P530	Q159
Q334	P530	Q668
Q155	P47	Q419
Q184	P47	Q37
Q408	P2936	Q7737
Q1527	P47	Q1211
Q717	P36	Q1533
Q833	P530	Q813
Q34	P530	Q851
Q649	P190	Q19660
Q822	P30	Q48
Q5092	P131	Q1391
Q833	P530	Q227
Q2280	P190	Q456
Q837	P530	Q17
Q754	P530	Q298
Q34266	P37	Q7737
Q222	P530	Q43
Q1965	P47	Q724
Q11739	P17	Q843
Q100	P190	Q6602
Q298	P530	Q224
Q902	P530	Q252
Q34	P47	Q35
Q1930	P190	Q956
Q29	P530	Q408
Q810	P17	Q810
Q865	P530	Q43
Q1558	P17	Q30
Q1524	P190	Q23556
Q916	P530	Q408
Q1741	P131	Q7318
Q212	P530	Q17
Q148	P530	Q878
Q212	P530	Q183
Q17	P530	Q851
Q711	P530	Q20
Q213	P530	Q77
Q15180	P47	Q148
Q790	P530	Q142
Q212	P530	Q148
Q16	P530	Q211
Q408	P530	Q221
Q8660	P190	Q1348
Q1718	P190	Q270
Q1588	P47	Q1494
Q219	P47	Q403
Q30	P530	Q711
Q145	P530	Q1030
Q1371	P47	Q1397
Q881	P530	Q96
Q334	P530	Q928
Q96	P530	Q766
Q179876	P1366	Q21
Q668	P530	Q258
Q1773	P17	Q34266
Q239	P190	Q64
Q36	P47	Q213
Q17	P530	Q408
Q31487	P190	Q1435
Q212	P530	Q222
Q712	P17	Q712
Q403	P530	Q881
Q23436	P190	Q24639
Q766	P530	Q865
Q8684	P190	Q61
Q456	P190	Q490
Q183	P530	Q916
Q39	P47	Q142
Q213	P47	Q183
Q77	P530	Q142
Q774	P47	Q792
Q924	P530	Q96
Q1297	P190	Q216
Q12652	P17	Q142
Q12679	P17	Q142
Q677191	P460	Q15868042
Q179248	P17	Q236
Q816	P47	Q99
Q252	P530	Q717
Q230	P530	Q229
Q833	P530	Q39
Q924	P47	Q114
Q30	P530	Q912
Q83286	P17	Q83286
Q96	P530	Q298
Q3616	P190	Q956
Q869	P530	Q96
Q902	P530	Q159
Q41	P530	Q159
Q833	P530	Q37
Q35	P530	Q16
Q184	P47	Q159
Q79	P530	Q884
Q1435	P190	Q31487
Q948	P530	Q843
Q55	P17	Q29999
Q227	P530	Q184
Q472	P190	Q1524
Q1085	P17	Q28513
Q41	P530	Q145
Q916	P530	Q142
Q858	P530	Q851
Q954	P17	Q954
Q252	P530	Q837
Q10989273	P460	Q18336315
Q406	P190	Q1754
Q1965	P47	Q1952
Q717	P47	Q155
Q597	P190	Q641
Q30	P530	Q8646
Q790	P47	Q786
Q902	P530	Q712
Q225	P530	Q35
Q114	P47	Q1045
Q712	P530	Q668
Q878	P530	Q668
Q833	P530	Q858
Q38	P530	Q189
Q64	P17	Q43287
Q928	P530	Q15180
Q656	P190	Q406
Q664	P530	Q20
Q805	P530	Q858
Q8678	P190	Q597
Q16	P530	Q1030
Q824	P47	Q99
Q399	P47	Q230
Q233	P17	Q233
Q1974	P47	Q1223
Q33	P530	Q17
Q225	P47	Q236
Q212	P530	Q843
Q20	P530	Q711
Q217	P17	Q217
Q62	P190	Q90
Q822	P530	Q38
Q1384	P47	Q1408
Q2044	P190	Q1524
Q2634	P17	Q38
Q220546	P460	Q4925932
Q1762022	P460	Q1158906
Q218	P47	Q217
Q408	P530	Q35
Q1397	P190	Q1486
Q34	P36	Q1754
Q215	P530	Q801
Q650855	P17	Q30
Q948	P530	Q801
Q889	P47	Q148
Q172579	P156	Q38
Q8686	P190	Q36074
Q2044	P17	Q38
Q212	P530	Q219
Q2023	P47	Q176
Q8660	P190	Q406
Q668	P530	Q30
Q804	P47	Q739
Q148	P530	Q796
Q810	P47	Q796
Q902	P530	Q414
Q739	P530	Q142
Q810	P47	Q851
Q928	P530	Q36
Q869	P530	Q902
Q1603	P17	Q30
Q843	P530	Q805
Q668	P530	Q1016
Q408	P530	Q736
Q152087	P17	Q183
Q1748	P190	Q1085
Q865	P530	Q965
Q419	P530	Q801
Q270	P190	Q585
Q865	P530	Q36
Q884	P530	Q1045
Q1492	P190	Q100
Q189	P530	Q35
Q221	P530	Q35
Q1486	P190	Q71
Q1033	P530	Q833
Q34404	P190	Q1533
Q1441346	P460	Q220546
Q155	P530	Q96
Q1297	P190	Q3711
Q423	P530	Q902
Q230	P530	Q79
Q170027	P17	Q145
Q17	P530	Q858
Q833	P530	Q142
Q829	P47	Q1261
Q41	P530	Q55
Q865	P530	Q215
Q159	P530	Q836
Q928	P530	Q408
Q29999	P150	Q55
Q1348	P190	Q8660
Q437	P190	Q649
Q766	P530	Q668
Q406	P190	Q6602
Q1166	P47	Q1397
Q805	P530	Q159
Q668	P47	Q836
Q29	P530	Q414
Q796	P530	Q423
Q736	P47	Q419
Q1009	P530	Q408
Q865	P47	Q17
Q41	P530	Q902
Q148	P530	Q96
Q408	P530	Q854
Q8686	P190	Q1297
Q668	P530	Q45
Q869	P530	Q252
Q796	P530	Q145
Q403	P530	Q794
Q142	P530	Q419
Q212	P530	Q114
Q12439	P190	Q495
Q884	P530	Q902
Q298	P530	Q928
Q816	P47	Q1227
Q884	P47	Q148
Q1156	P190	Q65
Q1748	P190	Q585
Q230	P530	Q145
Q801	P530	Q1036
Q159	P47	Q184
Q475210	P460	Q2117521
Q1951	P47	Q1212
Q172	P131	Q1904
Q174	P190	Q1486
Q33935	P190	Q956
Q142	P530	Q17
Q25	P131	Q174193
Q2117521	P407	Q188
Q159	P530	Q29
Q3616	P190	Q1563
Q232	P17	Q232
Q60	P17	Q30
Q1019	P530	Q30
Q1522	P47	Q829
Q28513	P47	Q172579
Q1904	P47	Q2023
Q801	P530	Q227
Q1899	P190	Q1297
Q179248	P17	Q30
Q155	P530	Q916
Q38	P530	Q399
Q36	P530	Q865
Q114	P530	Q916
Q34647	P190	Q656
Q1486	P190	Q656
Q987	P190	Q3711
Q145	P47	Q142
Q41	P530	Q229
Q419	P47	Q739
Q35	P530	Q45
Q408	P530	Q224
Q656	P190	Q1731
Q34932	P17	Q408
Q414	P47	Q298
Q843	P530	Q184
Q159	P530	Q733
Q1581	P47	Q1509
Q168383	P17	Q30
Q865	P530	Q881
Q865	P530	Q794
Q30	P530	Q664
Q794	P530	Q224
Q1558	P47	Q1261
Q7521081	P460	Q4925477
Q800	P530	Q865
Q218	P530	Q96
Q258	P530	Q1033
Q664	P17	Q664
Q472	P190	Q33935
Q1439	P47	Q1612
Q38	P530	Q77
Q232	P530	Q145
Q13501137	P460	Q1158906
Q17	P150	Q1490
Q833	P530	Q878
Q33	P37	Q1412
Q36704	P47	Q40
Q145	P530	Q805
Q1527	P17	Q30
Q1486	P190	Q490
Q2807	P190	Q597
Q4925477	P460	Q13501137
Q1461	P190	Q65
Q215	P530	Q236
Q656	P190	Q994
Q34266	P36	Q656
Q837	P530	Q159
Q813	P530	Q833
Q218	P530	Q183
Q801	P530	Q668
Q865	P530	Q155
Q155	P530	Q399
Q794	P530	Q230
Q29	P17	Q29
Q833	P361	Q48
Q41	P530	Q414
Q16	P530	Q229
Q17	P530	Q881
Q29	P530	Q219
Q36	P530	Q43
Q403	P530	Q43
Q965	P17	Q965
Q2887	P190	Q1489
Q298	P47	Q750
Q1781	P190	Q1435
Q902	P530	Q43
Q23436	P190	Q656
Q227	P530	Q191
Q419	P530	Q142
Q7737	P17	Q183
Q34	P30	Q46
Q38	P530	Q664
Q30	P150	Q812
Q408	P530	Q712
Q1899	P190	Q956
Q252	P530	Q424
Q881	P530	Q916
Q419	P530	Q38
Q408	P530	Q219
Q31487	P190	Q649
Q22	P131	Q174193
Q472	P17	Q219
Q224	P47	Q28
Q96	P530	Q36
Q36074	P47	Q35715
Q184	P530	Q33
Q145	P530	Q233
Q219	P530	Q145
Q38	P530	Q214
Q159	P530	Q79
Q212	P530	Q55
Q217	P530	Q29
Q403	P530	Q948
Q2887	P190	Q1773
Q833	P530	Q34
Q35	P530	Q222
Q1008	P530	Q183
Q1781	P190	Q64
Q218	P530	Q20
Q241	P530	Q851
Q1016	P47	Q79
Q41	P530	Q801
Q1489	P190	Q2807
Q30	P530	Q965
Q1055	P190	Q37100
Q1016	P530	Q39
Q889	P530	Q668
Q35	P47	Q34
Q218	P530	Q35
Q252	P530	Q794
Q34370	P190	Q495
Q1948	P17	Q16
Q649	P190	Q239
Q403	P530	Q858
Q145	P530	Q794
Q399	P17	Q399
Q2868	P190	Q8652
Q668	P530	Q114
Q142	P530	Q851
Q229	P530	Q145
Q3711	P17	Q403
Q174	P190	Q1492
Q424	P530	Q668
Q408	P150	Q36687
Q333886	P17	Q30
Q142	P17	Q142
Q265	P530	Q794
Q750	P47	Q419
Q408	P17	Q408
Q403	P530	Q155
Q45	P530	Q403
Q1045	P530	Q423
Q863	P47	Q889
Q884	P530	Q142
Q15180	P47	Q423
Q985	P47	Q980
Q1489	P190	Q1524
Q38	P530	Q211
Q3224	P47	Q35715
Q159	P47	Q17
Q774	P530	Q865
Q96	P530	Q790
Q211	P530	Q30
Q34	P530	Q217
Q980	P937	Q64
Q691	P530	Q865
Q148	P530	Q39
Q830350	P460	Q1762022
Q2117521	P460	Q18336315
Q1861	P190	Q656
Q1649	P17	Q30
Q1158906	P460	Q10989273
Q843	P530	Q837
Q403	P530	Q954
Q17	P530	Q96
Q805	P530	Q878
Q656	P190	Q1492
Q84	P190	Q1156
Q142	P30	Q51
Q183	P530	Q774
Q902	P530	Q717
Q11299	P17	Q30
Q218	P530	Q265
Q830350	P460	Q632842
Q641	P190	Q406
Q423	P530	Q403
Q79	P530	Q843
Q851	P530	Q881
Q216	P190	Q1781
Q340	P190	Q1492
Q1605665	P460	Q14647205
Q833	P530	Q794
Q865	P530	Q252
Q30	P530	Q36
Q801	P530	Q408
Q77	P530	Q668
Q813	P530	Q30
Q15180	P36	Q649
Q948	P530	Q403
Q38	P530	Q668
Q183	P530	Q29
Q214	P47	Q212
Q20	P530	Q33946
Q262	P530	Q865
Q945	P530	Q183
Q1041	P530	Q902
Q668	P530	Q17
Q414	P530	Q29
Q270	P30	Q46
Q711	P530	Q881
Q155	P36	Q8678
Q217	P47	Q218
Q924	P17	Q924
Q189	P530	Q928
Q1033	P530	Q668
Q30	P530	Q962
Q902	P530	Q96
Q7521081	P460	Q11122389
Q183	P530	Q96
Q1085	P190	Q649
Q96	P530	Q40
Q854	P530	Q241
Q711	P30	Q48
Q55	P530	Q851
Q408	P530	Q954
Q34370	P190	Q5092
Q34	P530	Q17
Q20	P530	Q843
Q851	P530	Q884
Q668	P530	Q962
Q220	P17	Q2277
Q230	P530	Q232
Q215	P530	Q183
Q1158906	P460	Q4925477
Q70	P190	Q1741
Q414	P530	Q1028
Q801	P530	Q794
Q1227	P47	Q824
Q31487	P190	Q1794
Q822	P47	Q801
Q736	P530	Q403
Q148	P530	Q227
Q211	P47	Q15180
Q869	P530	Q35
Q423	P530	Q241
Q424	P530	Q159
Q219	P530	Q35
Q159	P530	Q712
Q585	P190	Q33935
Q159	P530	Q16
Q1489	P190	Q956
Q423	P530	Q334
Q61	P47	Q1391
Q956	P190	Q1486
Q414	P530	Q258
Q1563	P190	Q8678
Q822	P530	Q902
Q750	P530	Q794
Q117	P530	Q35
Q38	P530	Q796
Q142	P47	Q29
Q851	P47	Q878
Q2079	P190	Q31487
Q265	P47	Q889
Q159	P530	Q262
Q40	P30	Q46
Q472	P190	Q490
Q16	P530	Q17
Q724	P47	Q176
Q36	P47	Q33946
Q656	P190	Q456
Q38	P530	Q191
Q85	P17	Q79
Q403	P530	Q843
Q212	P47	Q218
Q801	P530	Q790
Q2280	P17	Q184
Q711	P530	Q145
Q219	P530	Q213
Q30	P150	Q1612
Q222	P47	Q221
Q100	P1376	Q771
Q252	P17	Q252
Q796	P530	Q30
Q794	P530	Q668
Q408	P530	Q36
Q408	P2936	Q150
Q5112	P17	Q408
Q159	P530	Q115
Q12700	P47	Q12703
Q189	P17	Q189
Q232	P530	Q35
Q794	P361	Q48
Q865	P530	Q691
Q1581	P17	Q30
Q298	P530	Q800
Q252	P530	Q881
Q230	P530	Q822
Q218	P530	Q37
Q858	P530	Q219
Q912	P530	Q30
Q423	P530	Q965
Q881	P530	Q142
Q423	P530	Q668
Q1016	P530	Q184
Q30	P150	Q1212
Q1009	P17	Q1009
Q490	P190	Q340
Q79	P530	Q155
Q29552	P159	Q61
Q117	P47	Q1008
Q229	P530	Q408
Q17	P530	Q222
Q35	P530	Q843
Q994	P17	Q15180
Q869	P530	Q183
Q38	P530	Q35
Q408	P530	Q403
Q912	P530	Q865
Q843	P530	Q858
Q1033	P530	Q30
Q5287	P17	Q408
Q490	P190	Q31487
Q34	P530	Q77
Q148	P530	Q213
Q1428	P47	Q1454
Q833	P530	Q736
Q114	P530	Q258
Q11122389	P460	Q13501137
Q1218	P190	Q3616
Q29	P37	Q7026
Q172	P17	Q16
Q656	P190	Q956
Q34217	P17	Q179876
Q924	P530	Q159
Q241	P530	Q668
Q851	P530	Q794
Q766	P530	Q155
Q96	P530	Q227
Q408	P530	Q423
Q212	P530	Q902
Q298	P530	Q902
Q1085	P190	Q1748
Q258	P530	Q241
Q155	P530	Q800
Q1159009	P460	Q830350
Q1754	P190	Q585
Q8646	P530	Q423
Q711	P530	Q408
Q31487	P190	Q216
Q20	P530	Q38
Q30	P530	Q145
Q35	P530	Q399
Q9129	P17	Q232
Q668885	P460	Q12788459
Q1486	P190	Q1930
Q8577	P17	Q145
Q408	P530	Q142
Q189	P530	Q145
Q668	P530	Q712
Q809	P17	Q183
Q928	P530	Q334
Q45	P530	Q155
Q792	P530	Q865
Q12589	P17	Q142
Q145	P36	Q84
Q41	P530	Q851
Q865	P530	Q262
Q30	P150	Q1439
Q790	P530	Q96
Q29	P530	Q218
Q881	P530	Q40
Q96	P530	Q212
Q881	P530	Q843
Q1055	P190	Q1297
Q233	P530	Q408
Q833	P530	Q35
Q35	P530	Q1036
Q96	P530	Q733
Q216	P17	Q34266
Q9129	P17	Q183
Q1762022	P460	Q475210
Q1045	P530	Q884
Q1486	P190	Q64
Q218	P530	Q865
Q851	P530	Q229
Q8684	P190	Q3130
Q403	P530	Q414
Q668	P150	Q677037
Q17	P530	Q41
Q1492	P17	Q29
Q8646	P530	Q408
Q597	P17	Q45
Q1016	P530	Q213
Q1498	P17	Q668
Q213	P530	Q928
Q30	P530	Q221
Q668	P530	Q189
Q851	P530	Q424
Q142	P530	Q1016
Q61	P190	Q987
Q403	P530	Q252
Q7521081	P460	Q1159009
Q403	P131	Q83286
Q585	P190	Q61
Q2807	P190	Q2887
Q766	P530	Q117
Q43	P530	Q851
Q854	P530	Q258
Q15897419	P407	Q1321
Q2868	P190	Q16559
Q956	P190	Q1748
Q794	P530	Q884
Q833	P530	Q31
Q239	P190	Q956
Q148	P530	Q691
Q424	P47	Q869
Q833	P530	Q810
Q1218	P190	Q60
Q37	P530	Q145
Q1204	P47	Q1415
Q96	P530	Q851
Q79	P530	Q262
Q222	P172	Q179248
Q2044	P190	Q406
Q833	P530	Q159
Q1158906	P460	Q475210
Q252	P530	Q258
Q183	P530	Q252
Q2807	P190	Q2868
Q1486	P190	Q5465
Q987	P190	Q3130
Q35	P530	Q837
Q1718	P190	Q3711
Q183	P530	Q33
Q2634	P190	Q490
Q236	P47	Q224
Q213	P530	Q833
Q142	P530	Q159
Q262	P530	Q668
Q232	P530	Q884
Q159	P530	Q189
Q30	P530	Q34266
Q17	P530	Q854
Q585	P190	Q12892
Q419	P530	Q30
Q49117	P17	Q30
Q221	P530	Q43
Q6602	P190	Q406
Q36704	P47	Q219
Q227	P530	Q39
Q8652	P190	Q597
Q43	P530	Q833
Q174	P190	Q1489
Q801	P530	Q33
Q262	P530	Q184
Q1218	P17	Q801
Q1461	P190	Q987
Q96	P530	Q403
Q408	P530	Q191
Q408	P1344	Q362
Q252	P530	Q219
Q884	P530	Q16
Q1794	P190	Q490
Q1603	P47	Q1397
Q41	P530	Q258
Q1649	P47	Q1261
Q172	P190	Q270
Q142	P530	Q790
Q1033	P530	Q916
Q668	P530	Q233
Q804	P17	Q804
Q1008	P530	Q96
Q796	P47	Q794
Q965	P530	Q423
Q13501137	P460	Q1762022
Q30	P150	Q816
Q39	P530	Q159
Q214	P530	Q215
Q41	P530	Q236
Q8678	P190	Q24639
Q865	P530	Q96
Q794	P530	Q801
Q1221	P47	Q1974
Q148	P47	Q843
Q218	P30	Q46
Q33946	P36	Q1085
Q16	P530	Q408
Q16	P530	Q794
Q79	P530	Q212
Q2079	P17	Q7318
Q822	P530	Q668
Q851	P361	Q48
Q1391	P17	Q30
Q96	P530	Q924
Q239	P190	Q1899
Q183	P530	Q225
Q213	P530	Q221
Q36704	P30	Q46
Q298	P530	Q191
Q1649	P47	Q1612
Q17	P530	Q739
Q30	P150	Q1454
Q183	P530	Q232
Q142	P530	Q41
Q414	P530	Q184
Q9129	P17	Q408
Q419	P47	Q298
Q1030	P530	Q30
Q64	P190	Q270
Q142	P530	Q16
Q38	P530	Q184
Q55	P530	Q96
Q1045	P530	Q865
Q216	P190	Q1085
Q750	P530	Q96
Q16	P530	Q902
Q813	P37	Q7737
Q239	P190	Q1085
Q298	P530	Q33
Q14647205	P460	Q668885
Q833	P530	Q184
Q1781	P190	Q1899
Q30	P530	Q222
Q224	P530	Q222
Q881	P530	Q252
Q16559	P190	Q2868
Q8663	P710	Q869
Q490	P190	Q2256
Q183	P530	Q30
Q766	P530	Q30
Q916	P530	Q1033
Q801	P530	Q115
Q262	P530	Q16
Q928	P530	Q189
Q677191	P460	Q941049
Q16554	P17	Q30
Q159	P530	Q155
Q403	P530	Q214
Q159	P47	Q227
Q16	P530	Q31
Q1191	P47	Q677037
Q865	P530	Q833
Q954	P530	Q916
Q406	P190	Q172
Q30	P530	Q183
Q2044	P17	Q142
Q117	P530	Q183
Q822	P530	Q77
Q252	P530	Q212
Q45	P530	Q668
Q843	P530	Q28
Q472	P190	Q64
Q632842	P460	Q475210
Q11911	P37	Q150
Q1781	P190	Q3616
Q39	P36	Q70
Q16555	P190	Q406
Q38	P47	Q142
Q1030	P530	Q148
Q809	P17	Q155
Q142	P37	Q150
Q84	P131	Q21
Q16	P530	Q218
Q406	P190	Q19660
Q114	P530	Q96
Q878	P530	Q79
Q40	P530	Q224
Q213	P530	Q38
Q733	P530	Q96
Q408	P530	Q916
Q33	P530	Q41
Q239	P190	Q61
Q916	P530	Q668
Q865	P530	Q16
Q159	P530	Q1028
Q38	P530	Q221
Q1158477	P460	Q14647205
Q423	P530	Q8646
Q38	P47	Q233
Q31	P530	Q865
Q49112	P17	Q30
Q656	P190	Q472
Q298	P530	Q155
Q77	P530	Q29
Q18336315	P460	Q1762022
Q8684	P190	Q1353
Q214	P47	Q40
Q6602	P190	Q216
Q403	P530	Q183
Q17	P530	Q183
Q954	P530	Q148
Q183	P530	Q227
Q252	P530	Q241
Q183	P530	Q258
Q8684	P190	Q956
Q16	P530	Q334
Q29	P530	Q233
Q419	P17	Q419
Q1370	P47	Q1603
Q423	P530	Q218
Q222	P47	Q236
Q2023	P47	Q1948
Q12753	P47	Q979470
Q403	P530	Q36
Q16	P530	Q711
Q1861	P190	Q1781
Q833	P530	Q20
Q36	P47	Q15180
Q115	P530	Q183
Q809	P17	Q184
Q252	P530	Q664
Q241	P530	Q183
Q227	P530	Q38
Q227	P530	Q35
Q219	P530	Q55
Q232	P530	Q851
Q215	P530	Q184
Q39	P47	Q38
Q843	P530	Q1016
Q16957	P530	Q843
Q184	P530	Q668
Q869	P530	Q148
Q800	P37	Q1321
Q739	P530	Q29
Q340	P190	Q19660
Q1439	P47	Q1649
Q40	P47	Q28
Q403	P47	Q236
Q750	P530	Q30
Q36	P530	Q668
Q2117521	P460	Q830350
Q155	P530	Q962
Q148	P47	Q881
Q833	P530	Q117
Q408	P47	Q691
Q12753	P17	Q142
Q298	P530	Q252
Q270	P190	Q1773
Q881	P530	Q38
Q252	P530	Q1033
Q33	P530	Q148
Q36704	P17	Q36704
Q869	P150	Q1861
Q733	P530	Q183
Q298	P530	Q29
Q145	P530	Q212
Q664	P530	Q41
Q980	P47	Q213
Q62	P190	Q5465
Q858	P530	Q35
Q38	P530	Q148
Q31	P530	Q96
Q21077	P159	Q60
Q979470	P47	Q3372
Q865	P530	Q805
Q217	P530	Q38
Q668	P530	Q1030
Q865	P530	Q77
Q403	P530	Q854
Q230	P530	Q222
Q419	P530	Q77
Q668885	P460	Q14647205
Q863	P530	Q902
Q851	P530	Q212
Q37320	P190	Q2868
Q1397	P47	Q1400
Q403	P530	Q265
Q41	P47	Q222
Q759	P47	Q771
Q5287	P17	Q17
Q408	P1344	Q8740
Q38	P530	Q36
Q649	P190	Q8684
Q1612	P47	Q1588
Q155	P530	Q184
Q1612	P47	Q1581
Q902	P530	Q403
Q230	P530	Q1016
Q334	P530	Q55
Q79	P530	Q252
Q84	P190	Q406
Q16559	P1376	Q1439
Q33	P530	Q142
Q148	P530	Q664
Q40	P37	Q188
Q218	P530	Q408
Q218	P530	Q29
Q2044	P190	Q31487
Q29	P530	Q928
Q155	P530	Q668
Q1899	P190	Q3711
Q786	P530	Q865
Q18336315	P460	Q632842
Q1461	P190	Q8686
Q3130	P190	Q490
Q796	P530	Q843
Q649	P190	Q1486
Q214	P155	Q33946
Q159	P530	Q142
Q227	P530	Q865
Q1016	P47	Q262
Q833	P530	Q212
Q668	P150	Q1186
Q863	P530	Q668
Q408	P530	Q836
Q159	P530	Q754
Q30	P530	Q408
Q16	P530	Q843
Q833	P530	Q924
Q3616	P190	Q8684
Q142	P530	Q77
Q406	P190	Q9248
Q1204	P17	Q30
Q334	P30	Q48
Q1391	P47	Q1393
Q18336315	P460	Q1159009
Q833	P530	Q1030
Q30	P530	Q31
Q16	P530	Q912
Q837	P530	Q30
Q15180	P530	Q928
Q792	P530	Q29
Q632842	P460	Q13501137
Q183	P30	Q46
Q8684	P190	Q8678
Q230	P530	Q17
Q148	P530	Q55
Q265	P530	Q159
Q28	P150	Q1781
Q225	P530	Q252
Q902	P530	Q38
Q159	P530	Q31
Q406	P190	Q1489
Q241	P530	Q159
Q258	P530	Q212
Q218	P530	Q145
Q5112	P131	Q35715
Q727	P1376	Q29999
Q408	P530	Q902
Q881	P530	Q35
Q41	P530	Q213
Q233	P530	Q183
Q1509	P47	Q1454
Q65	P190	Q340
Q865	P530	Q948
Q215	P530	Q221
Q33	P530	Q38
Q1773	P190	Q1770
Q3130	P131	Q3224
Q174	P190	Q1953
Q85	P190	Q1794
Q878	P530	Q801
Q334	P530	Q881
Q1297	P190	Q1524
Q2117521	P460	Q7521081
Q9248	P190	Q656
Q916	P530	Q954
Q334	P530	Q212
Q298	P530	Q668
Q155	P530	Q794
Q38	P530	Q227
Q218	P47	Q28
Q17	P530	Q262
Q258	P17	Q258
Q84	P30	Q46
Q174	P190	Q1297
Q1952	P17	Q16
Q18013	P190	Q1461
Q419	P530	Q34
Q43	P530	Q403
Q1204	P47	Q1166
Q1036	P530	Q801
Q30	P530	Q298
Q1297	P190	Q1489
Q1899	P190	Q9248
Q30	P47	Q790
Q1166	P47	Q1204
Q84	P190	Q34647
Q236	P47	Q403
Q225	P530	Q142
Q142	P530	Q30
Q801	P47	Q822
Q1492	P190	Q1563
Q804	P47	Q800
Q632842	P460	Q1762022
Q1016	P530	Q38
Q456	P190	Q1794
Q79	P530	Q878
Q213	P47	Q40
Q1428	P47	Q1456
Q800	P17	Q800
Q16	P530	Q878
Q35	P530	Q214
Q12439	P17	Q30
Q2079	P190	Q16555
Q30	P150	Q829
Q15921732	P460	Q14346236
Q79	P530	Q796
Q41	P530	Q233
Q252	P530	Q878
Q11122389	P460	Q1158906
Q230	P530	Q219
Q159	P530	Q38
Q334	P530	Q142
Q183	P47	Q32
Q340	P190	Q1461
Q37	P530	Q40
Q30	P530	Q45
Q794	P530	Q865
Q36312	P17	Q16
Q17	P530	Q668
Q184	P47	Q36
Q43	P530	Q664
Q145	P30	Q46
Q233	P530	Q214
Q408	P530	Q114
Q230	P530	Q241
Q115	P530	Q668
Q1028	P530	Q30
Q1770	P30	Q46
Q40	P530	Q843
Q3105	P47	Q12722
Q406	P190	Q1524
Q843	P530	Q29
Q1546	P47	Q1553
Q115	P530	Q33
Q29	P530	Q28
Q1773	P190	Q1899
Q179248	P17	Q142
Q1953	P190	Q1524
Q649	P190	Q1953
Q423	P530	Q796
Q1033	P530	Q801
Q2900529	P1365	Q12652
Q232	P47	Q813
Q889	P530	Q16
Q224	P530	Q38
Q184	P17	Q184
Q1016	P530	Q233
Q1754	P190	Q656
Q40	P47	Q83286
Q213	P17	Q213
Q490	P190	Q472
Q25	P131	Q179876
Q31487	P190	Q656
Q9129	P17	Q222
Q1757	P30	Q46
Q1899	P190	Q172
Q117	P530	Q668
Q142	P530	Q219
Q145	P530	Q20
Q1158906	P460	Q1762022
Q1211	P47	Q1546
Q96	P530	Q79
Q183	P530	Q924
Q1524	P190	Q727
Q16	P530	Q399
Q1489	P190	Q1022
Q16957	P530	Q15180
Q1191	P30	Q48
Q30	P530	Q884
Q96	P530	Q800
Q884	P530	Q889
Q8684	P190	Q649
Q224	P530	Q96
Q38	P530	Q414
Q334	P530	Q96
Q1085	P190	Q472
Q794	P530	Q408
Q801	P530	Q15180
Q191	P530	Q408
Q881	P530	Q241
Q115	P530	Q96
Q11911	P17	Q39
Q79	P530	Q215
Q717	P47	Q786
Q15180	P530	Q843
Q987	P190	Q1461
Q41	P530	Q833
Q183	P530	Q117
Q77	P530	Q30
Q77	P530	Q148
Q1045	P530	Q38
Q836	P530	Q801
Q224	P530	Q30
Q766	P530	Q16
Q979470	P17	Q142
Q865	P530	Q31
Q1297	P190	Q90
Q12892	P190	Q23482
Q16556	P190	Q1085
Q727	P17	Q55
Q36	P30	Q46
Q270	P190	Q1781
Q794	P47	Q889
Q9248	P190	Q2634
Q408	P530	Q711
Q265	P530	Q218
Q142	P530	Q902
Q796	P530	Q79
Q96	P530	Q34
Q30	P150	Q1494
Q183	P530	Q265
Q219	P530	Q252
Q43	P530	Q224
Q975	P190	Q1352
Q36	P530	Q230
Q423	P30	Q48
Q83286	P36	Q3711
Q270	P17	Q34266
Q865	P530	Q733
Q1204	P47	Q1537
Q656	P190	Q1757
Q711	P530	Q183
Q792	P530	Q96
Q15921764	P407	Q150
Q843	P530	Q1045
Q30	P17	Q30
Q403	P47	Q224
Q38	P530	Q928
Q987	P17	Q668
Q1397	P47	Q1603
Q16	P530	Q33
Q711	P530	Q851
Q21	P30	Q46
Q1085	P190	Q1486
Q232	P530	Q30
Q790	P530	Q298
Q668	P530	Q863
Q928	P530	Q258
Q786	P530	Q30
Q191	P530	Q183
Q7737	P17	Q711
Q155	P530	Q34
Q213	P530	Q148
Q16	P530	Q801
Q115	P530	Q30
Q423	P530	Q881
Q6602	P190	Q1731
Q902	P530	Q912
Q16957	P47	Q183
Q262	P530	Q79
Q833	P17	Q833
Q183	P530	Q884
Q2807	P190	Q1563
Q7737	P17	Q16
Q262	P530	Q252
Q804	P530	Q77
